19810101
-3.48,-9.83
-7.10,-11.06
0.90,-11.14
0.86,-1.68
3.60,-0.56
4.58,0.81
4.05,0.82
8.12,-0.31
6.00,-1.09
6.72,0.42
10.94,3.56
10.01,5.57
6.94,1.22
5.28,0.65
8.58,0.93
11.17,3.88
12.56,2.33
13.24,5.13
11.79,1.33
10.85,0.08
10.30,0.17
8.46,0.16
6.99,0.68
7.31,4.67
11.74,7.29
12.26,6.92
11.48,1.41
10.72,1.39
5.33,0.75
5.69,0.47
4.26,0.58
5.76,0.10
11.04,4.86
10.92,1.51
4.53,1.90
9.23,3.94
13.97,8.91
11.92,9.92
14.72,8.90
11.48,8.89
10.82,4.93
6.71,3.81
7.41,4.54
9.39,6.80
6.28,1.10
2.16,-0.60
2.69,-0.60
-1.14,-4.92
-1.51,-5.70
-2.03,-14.11
-1.81,-14.56
0.27,-4.92
0.30,-2.85
0.13,-8.03
0.36,-7.81
0.81,-0.90
1.69,-1.20
3.30,-1.01
9.01,-2.34
12.18,-0.38
11.86,-0.42
9.62,1.13
8.61,5.98
12.60,6.46
13.56,8.01
17.83,6.28
20.94,5.27
16.93,7.56
10.76,3.46
12.02,2.62
8.22,4.48
8.36,2.67
9.20,5.84
7.13,2.80
6.80,0.64
5.12,-0.74
5.60,-3.12
7.44,-2.87
9.81,-2.76
10.54,3.10
11.50,5.73
9.25,3.05
12.17,0.27
13.53,-0.74
17.57,1.24
17.85,5.44
18.32,5.94
19.08,4.41
19.87,3.50
20.06,4.50
19.34,4.17
19.29,2.96
18.24,5.60
18.92,2.78
19.10,2.24
18.82,4.63
19.56,3.66
19.73,3.89
20.35,4.83
19.72,6.88
19.68,5.53
18.53,6.34
16.98,10.35
15.78,9.14
16.98,8.07
16.10,9.44
13.56,7.53
10.30,5.19
8.23,3.36
10.39,4.08
8.19,4.51
13.12,7.46
8.04,2.29
7.02,0.20
7.72,-1.38
12.73,-0.34
15.15,7.60
18.83,7.82
21.89,6.69
19.92,6.83
13.44,10.55
14.76,9.91
18.71,9.62
19.22,8.12
19.95,8.94
23.32,10.66
21.95,10.93
17.10,12.57
20.05,8.18
17.17,7.35
10.81,7.07
10.88,5.36
12.98,3.06
16.62,5.87
17.25,7.25
12.63,6.93
14.67,5.91
16.18,6.90
17.10,5.33
16.70,4.05
15.08,6.02
16.44,5.34
15.89,3.29
16.95,5.52
19.31,6.98
20.75,8.35
22.13,9.11
23.21,9.27
21.46,7.20
20.11,10.52
17.42,10.47
21.97,10.39
22.77,10.27
20.93,11.23
20.93,10.86
22.09,10.62
24.06,9.52
24.27,12.61
24.58,12.05
23.94,14.59
25.77,15.03
28.12,13.16
26.31,14.41
29.04,15.05
26.03,15.56
25.90,13.76
24.78,14.12
23.89,13.79
26.84,12.46
20.42,11.97
16.25,10.26
16.63,8.77
16.74,11.57
19.14,9.28
16.91,9.15
21.63,7.89
23.31,8.80
25.37,9.56
26.70,12.44
29.34,14.06
26.56,15.60
29.00,13.31
34.32,16.51
35.21,19.22
32.18,20.17
30.46,18.60
