19810101
2.00,-2.10
2.27,-3.12
3.71,-1.74
2.85,0.30
1.78,-1.59
0.31,-3.15
0.67,-4.63
2.49,-3.15
3.00,-0.10
5.06,-0.01
5.15,2.37
3.89,-0.21
5.21,-0.35
5.83,2.30
10.64,2.81
11.26,4.10
12.16,4.32
10.78,2.64
8.21,2.06
8.49,1.58
6.64,3.01
9.61,3.14
14.16,2.46
14.19,11.00
13.51,1.20
1.60,-0.86
2.63,-1.59
11.40,-2.46
10.09,1.00
4.13,0.16
6.03,0.23
6.31,1.50
1.58,-0.28
2.30,0.10
1.39,-2.73
2.67,-4.22
10.73,2.97
14.77,7.36
16.60,7.37
17.17,7.65
14.61,6.40
15.97,6.30
15.26,9.73
17.58,8.15
15.78,6.49
14.83,5.12
14.90,4.47
9.39,2.70
9.59,3.65
7.72,3.02
5.89,-1.14
4.98,-2.08
5.65,-2.26
9.63,1.22
9.92,3.51
12.60,1.59
14.11,-2.10
0.20,-3.62
6.75,-1.55
6.88,1.70
7.36,0.50
3.54,-1.09
7.53,0.73
10.41,5.56
9.36,4.14
7.95,4.11
13.20,6.30
9.11,0.05
6.90,-1.55
5.69,-3.06
6.51,-3.43
6.41,-3.16
6.27,-3.81
8.44,-3.09
8.12,-1.52
11.97,0.90
12.74,0.69
14.21,2.12
13.71,0.95
15.83,2.42
18.30,2.80
16.86,5.48
18.94,5.83
10.61,4.80
13.26,3.19
16.88,2.25
16.28,7.92
13.38,7.71
14.30,5.47
16.83,6.90
19.60,6.67
20.32,6.94
11.46,3.90
13.43,3.00
9.92,4.99
14.96,4.98
17.07,6.93
19.00,8.83
11.08,7.67
10.98,6.95
11.34,3.89
11.91,1.39
11.88,6.47
13.61,4.30
13.79,10.42
17.92,11.28
17.77,8.15
12.36,4.69
11.66,1.74
17.42,2.60
21.69,4.52
26.47,7.87
20.16,7.38
9.56,3.79
14.67,2.01
14.66,5.99
14.16,0.92
7.59,-0.30
7.20,-0.66
9.29,-0.82
12.28,1.07
17.08,3.18
20.97,5.39
23.35,6.22
24.23,6.54
25.49,7.49
16.53,9.74
16.80,8.85
11.87,4.87
9.88,3.04
16.11,2.41
22.85,4.42
24.89,8.82
25.09,12.43
20.35,10.69
24.31,8.77
21.66,10.21
23.45,8.68
27.35,9.24
29.62,12.07
28.41,13.18
24.57,12.87
29.64,12.57
28.62,11.13
26.73,11.30
26.32,15.53
25.53,15.94
23.31,15.56
23.78,14.20
23.88,12.01
24.93,11.09
21.39,11.25
25.29,9.63
16.81,9.80
14.76,9.52
24.52,12.32
26.64,12.59
24.69,13.88
20.81,11.97
23.14,10.69
24.32,10.77
25.25,11.88
29.10,13.40
30.11,15.32
30.73,17.78
27.59,10.79
17.30,9.32
17.48,8.60
21.51,9.22
22.07,10.37
26.62,10.53
20.68,13.77
23.54,13.65
23.99,13.49
19.21,10.05
21.08,9.46
24.07,10.69
30.02,12.97
26.88,14.02
20.90,12.96
16.08,9.97
21.71,14.37
22.09,15.40
19.88,12.16
24.05,11.17
26.51,10.11
29.08,11.26
28.79,16.77
25.84,17.70
25.34,16.90
25.93,15.58
27.32,15.77
28.05,15.20
25.08,16.46
24.21,13.29
26.94,12.07
27.95,14.40
24.05,16.32
24.52,15.97
25.13,14.53
25.63,12.46
25.90,15.20
21.83,16.43
20.66,16.54
23.08,17.32
25.97,15.51
28.30,13.39
28.73,16.05
27.74,17.44
24.11,12.06
20.48,10.27
16.54,10.21
15.72,10.21
16.08,11.10
16.62,8.73
19.08,7.34
23.05,11.60
19.75,12.91
22.48,13.32
20.65,11.51
19.79,9.86
21.10,7.97
23.50,9.19
23.73,12.56
20.84,11.53
18.19,9.95
19.62,10.10
20.52,9.82
22.01,8.77
24.34,9.55
26.42,10.93
28.67,14.50
29.88,13.93
22.38,17.38
24.05,16.42
25.83,13.48
20.49,12.54
15.56,11.00
17.73,11.61
15.74,10.11
17.06,10.99
24.21,11.34
22.82,12.34
22.03,13.05
25.09,13.69
25.69,11.60
27.82,11.99
22.88,11.41
17.21,12.05
15.39,11.90
18.03,11.58
17.26,9.37
15.84,8.65
16.00,8.98
21.19,11.38
17.94,10.85
15.42,9.18
14.44,9.59
15.30,8.30
16.40,8.08
17.58,6.73
17.36,8.69
17.20,9.92
15.56,9.57
21.89,8.22
19.88,11.40
16.53,11.90
19.86,13.69
22.73,13.81
18.76,13.67
16.61,12.81
21.81,11.95
21.00,9.85
21.08,11.06
14.76,10.09
16.72,8.00
15.66,6.47
16.44,5.97
15.88,6.24
17.29,5.85
16.76,4.20
18.83,5.90
20.06,9.31
19.30,7.97
19.64,11.30
18.37,11.69
18.85,12.02
14.73,8.77
13.79,10.06
15.86,10.10
15.81,9.89
15.05,7.30
10.10,1.64
4.87,-1.12
5.18,-2.08
9.50,3.43
11.26,8.08
13.82,5.46
15.84,3.45
15.56,6.56
15.90,5.13
15.86,7.76
14.71,6.38
16.01,9.37
16.81,8.13
13.56,8.40
12.23,6.51
6.95,3.60
6.19,0.75
8.51,3.94
11.68,5.67
14.16,4.36
12.06,5.24
10.25,3.94
8.88,1.63
11.09,6.11
8.96,5.46
9.71,3.59
6.23,2.23
6.79,2.77
6.02,2.58
5.30,-0.04
5.97,-0.74
8.68,4.68
10.91,6.80
12.48,5.51
11.80,5.84
12.30,5.40
11.95,4.58
12.13,5.04
11.59,4.36
9.53,4.96
9.90,3.58
11.47,3.72
11.98,5.38
12.22,3.89
13.42,5.70
10.27,-3.24
0.78,-5.19
0.76,-3.23
-1.70,-9.12
-6.00,-11.10
-5.89,-11.35
-2.90,-9.62
-1.12,-6.28
-1.43,-6.01
-1.56,-6.03
-0.05,-5.94
1.34,-2.51
1.35,-4.40
1.65,-0.48
1.57,-2.49
2.06,-1.82
2.02,-1.17
1.69,-1.34
10.24,0.89
8.89,5.79
6.18,3.30
6.22,2.35
8.76,2.37
5.56,1.40
4.92,0.43
0.90,-2.10
2.41,-2.20
3.76,-0.25
7.74,3.34
8.13,2.81
7.42,0.53
3.29,-1.10
0.96,-2.81
1.28,-3.44
1.47,-3.75
3.30,-2.34
3.64,-1.19
6.76,1.64
11.24,5.38
9.21,3.03
7.08,1.05
9.22,0.93
6.31,0.98
3.01,-1.94
2.06,-2.16
