19810101
3.53,-1.18
7.65,2.04
3.37,0.73
4.82,-1.18
4.20,-1.47
4.58,-1.11
3.88,-2.10
3.79,-1.84
3.67,-2.06
3.65,-2.04
4.60,-1.24
4.00,0.10
-0.42,-2.18
0.10,-2.19
-0.75,-3.29
-99.00,-99.00
-0.40,-4.00
0.46,-4.72
0.70,-5.31
1.01,-4.91
0.29,-4.62
-0.73,-5.63
-0.89,-5.97
-1.01,-5.44
-0.16,-3.56
2.02,0.43
2.06,-0.10
2.75,-1.78
4.21,-2.60
12.88,4.78
12.63,6.46
11.99,3.83
7.03,0.04
7.85,0.80
8.39,-0.04
8.83,-0.40
2.45,-0.82
1.12,-2.28
-1.62,-4.20
-0.23,-4.36
2.42,-5.64
6.90,-2.98
8.03,-0.45
6.73,-1.52
0.80,-3.21
2.91,-3.94
-2.77,-8.65
-1.76,-8.51
3.47,-4.78
7.23,2.13
5.74,0.96
12.60,-0.65
12.26,3.88
16.30,6.62
16.52,4.00
15.70,1.88
15.65,3.24
14.28,2.18
12.30,1.60
12.48,3.33
14.45,1.11
15.23,0.63
13.98,1.28
12.32,-0.56
14.16,1.27
16.01,3.41
15.78,1.50
13.61,-0.47
9.32,3.92
8.55,0.39
5.86,-1.35
9.33,-1.87
6.90,-0.59
8.70,2.41
8.41,1.46
10.19,5.12
9.84,6.12
11.37,4.12
14.22,1.60
14.15,-0.98
16.50,0.47
16.34,2.22
16.23,1.77
12.60,3.30
10.83,-0.11
7.68,0.48
8.71,-1.14
8.13,-0.88
12.84,-1.59
9.79,1.62
10.65,1.65
9.40,4.20
9.86,3.11
9.99,2.04
12.56,5.74
11.20,6.76
17.20,6.01
20.11,8.41
19.86,8.64
18.35,5.16
13.93,4.71
11.12,7.51
11.34,4.97
11.47,2.51
14.38,2.05
10.12,3.57
6.43,1.29
9.26,1.48
10.73,-1.08
10.81,1.60
11.75,7.02
13.11,4.98
19.16,3.18
18.75,6.34
18.64,8.89
16.84,9.32
13.99,5.26
10.52,2.62
12.10,1.63
13.91,3.31
12.26,3.02
9.54,4.27
11.93,3.53
9.40,6.30
9.32,4.78
9.85,4.02
-99.00,-99.00
11.04,4.95
11.01,4.98
10.27,6.51
10.76,2.03
15.73,0.28
19.02,7.21
22.51,10.01
21.93,11.16
22.86,11.64
24.42,12.61
20.78,10.15
21.05,8.17
16.76,11.02
15.46,10.02
17.45,7.83
21.26,9.35
22.20,11.97
20.48,10.53
17.48,9.49
18.43,10.39
11.74,7.43
14.65,4.77
15.38,7.55
13.31,5.01
14.83,0.86
20.42,5.07
22.67,8.72
25.61,11.03
24.62,13.71
22.48,11.41
21.72,11.93
19.42,12.68
16.54,8.37
19.33,7.32
19.10,12.47
23.04,13.43
18.10,10.08
21.19,9.50
24.96,10.73
27.46,13.18
26.90,17.25
24.62,15.19
19.76,10.77
24.11,8.95
18.48,13.62
17.91,8.79
20.56,6.33
20.11,13.30
18.05,13.80
18.53,9.72
-99.00,-99.00
21.73,7.45
22.70,9.01
24.99,10.83
24.42,13.30
22.48,12.04
18.01,14.26
18.04,14.26
20.40,16.07
17.15,12.20
19.40,7.66
24.61,8.08
22.71,12.71
22.90,9.98
26.27,11.41
23.34,14.88
20.01,10.74
21.04,8.43
22.73,7.86
25.90,10.44
27.82,13.21
27.09,15.28
24.74,14.59
24.35,14.45
22.85,14.11
19.60,13.74
16.40,12.90
17.35,11.47
16.97,11.32
21.84,12.77
20.10,13.13
25.35,10.82
24.27,13.60
24.28,12.21
25.20,13.50
22.11,12.85
21.88,10.95
23.41,8.77
25.89,11.98
21.74,12.36
20.85,11.47
25.08,10.42
28.34,17.95
24.96,15.02
22.88,10.50
24.52,9.48
25.59,12.30
20.16,10.50
17.17,13.38
14.93,8.53
17.25,8.59
17.18,9.86
13.43,11.48
16.68,10.75
21.22,10.18
21.13,11.85
22.15,12.30
23.40,13.30
25.22,13.62
26.21,13.54
28.23,15.60
28.84,17.83
26.50,15.68
27.98,14.66
28.73,15.28
28.97,15.30
28.38,17.20
-99.00,-99.00
29.05,17.62
28.34,15.54
29.54,14.98
26.43,15.16
26.17,16.30
27.22,16.57
22.20,10.86
21.02,7.70
22.53,12.38
22.08,8.26
26.67,11.26
25.85,15.34
19.05,14.90
23.71,14.52
24.12,10.67
24.53,12.23
23.88,12.25
24.07,10.47
23.46,11.47
17.99,9.22
16.76,6.66
17.84,5.60
14.49,4.86
15.86,1.80
15.97,10.60
11.97,8.57
10.72,7.59
11.12,6.57
13.93,3.66
11.89,2.16
12.40,2.01
9.97,6.36
14.76,4.41
13.23,3.07
15.30,4.83
16.51,4.44
19.74,5.45
20.46,8.89
19.57,8.12
17.09,7.35
12.93,4.42
12.78,7.17
13.64,4.17
14.41,3.36
15.53,3.53
16.10,9.69
13.83,9.12
18.57,6.87
18.20,8.48
18.58,9.49
15.10,8.71
19.60,9.10
18.10,8.43
17.35,6.42
17.97,7.86
16.33,5.45
9.65,4.41
8.83,0.40
6.53,-1.18
11.49,0.98
14.78,2.72
11.23,4.94
6.79,3.96
3.87,-0.09
6.72,-1.19
7.67,1.98
14.59,6.29
10.92,5.81
8.60,1.90
12.02,0.19
13.77,5.92
11.61,6.05
10.71,6.09
11.21,6.67
12.70,10.27
11.52,6.73
6.17,1.53
3.05,-1.25
6.89,0.89
5.98,2.08
6.57,2.93
5.99,2.40
9.49,4.29
9.46,3.33
8.19,0.41
7.37,-0.88
3.77,-1.71
3.17,-1.16
2.90,-2.18
5.16,-1.64
5.65,-2.10
6.26,-0.77
2.70,-2.39
-99.00,-99.00
2.15,-1.76
3.71,-0.69
4.00,-1.24
3.52,-0.52
2.88,-2.13
1.90,-4.66
0.44,-5.07
0.82,-4.30
1.24,-5.20
3.63,-1.09
5.93,1.92
6.77,-0.24
4.16,0.79
6.22,1.91
11.33,6.35
9.27,1.90
9.55,1.89
3.05,0.07
5.96,3.73
6.58,4.13
10.03,3.86
11.24,7.12
11.69,5.64
5.76,2.46
1.97,-1.02
7.12,-0.93
5.82,1.65
1.33,-1.87
-1.90,-5.05
-3.46,-11.85
-99.00,-99.00
-9.78,-15.02
-3.03,-10.15
-4.55,-10.16
-4.16,-9.20
-2.49,-6.55
-1.40,-6.05
1.35,-4.04
0.25,-6.08
-2.79,-7.53
-5.09,-8.96
0.35,-9.01
3.87,-3.33
8.43,2.70
8.75,2.16
6.71,1.65
5.54,1.14
11.57,6.22
12.27,7.32
15.65,4.75
14.58,3.80
15.81,2.45
14.81,2.74
16.24,5.82
16.12,6.29
16.42,6.05
8.51,0.90
4.12,-0.10
3.48,-1.87
3.22,-3.60
5.86,-1.85
6.41,-2.52
8.20,-1.38
10.97,3.55
12.42,7.79
14.57,7.67
13.40,6.63
12.17,9.29
10.09,1.07
15.63,0.93
8.03,2.90
7.10,2.54
10.41,2.52
9.31,4.82
3.72,0.60
5.80,-0.10
8.42,3.59
6.45,2.02
7.88,0.81
14.49,4.15
8.31,2.19
16.46,1.80
11.41,3.47
8.24,-1.01
9.04,-1.80
11.17,4.28
13.46,8.13
7.90,0.89
3.96,-1.03
4.46,-1.20
6.24,1.34
4.30,2.49
7.42,2.10
9.52,5.63
17.22,4.64
13.54,8.22
7.81,1.80
6.65,-0.71
5.59,-1.58
7.47,-1.84
16.64,1.64
15.52,1.44
14.14,-0.57
15.20,0.68
16.90,3.52
10.31,0.57
16.41,-1.25
19.90,4.65
19.03,7.10
17.64,5.63
13.45,9.62
15.04,9.98
16.74,9.65
14.68,4.50
15.87,1.58
14.99,4.39
17.94,3.24
21.36,5.29
21.63,7.71
20.70,9.69
20.29,11.18
15.84,10.79
14.39,9.90
12.90,8.44
13.30,7.03
15.80,5.15
19.41,2.71
17.64,7.31
-99.00,-99.00
14.59,5.46
17.73,2.66
16.74,6.39
15.28,4.05
17.21,1.93
15.68,10.25
14.41,5.03
19.66,2.57
22.38,7.84
22.79,9.61
21.64,9.11
14.72,8.80
11.34,7.19
14.81,4.00
15.76,9.36
14.94,9.18
16.76,8.75
21.09,7.51
12.90,6.56
10.05,5.70
12.38,5.79
14.16,8.36
17.40,5.58
